WAP001,WAP002,WAP003,WAP017,WAP019,WAP021,WAP022,WAP023,WAP024,WAP025,WAP026,WAP027,WAP028,WAP029,WAP034,WAP036,WAP046,WAP047,WAP048,WAP057,WAP058,WAP060,WAP061,WAP062,WAP064,WAP066,WAP067,WAP068,WAP069,WAP075,WAP076,WAP077,WAP078,WAP081,WAP082,WAP083,WAP084,WAP085,WAP086,WAP087,WAP088,WAP092,WAP100,WAP103,WAP136,WAP139,WAP141,WAP147,WAP148,WAP149,WAP151,WAP152,WAP154,WAP155,WAP171,WAP172,WAP173,WAP180,WAP181,WAP182,WAP183,WAP184,WAP185,WAP190,WAP191,WAP192,WAP194,WAP195,WAP196,WAP200,WAP204,WAP205,WAP206,WAP209,WAP210,WAP211,WAP212,WAP213,WAP214,WAP215,WAP222,WAP227,WAP228,WAP229,WAP231,WAP232,WAP233,WAP234,WAP248,WAP258,WAP259,WAP260,WAP262,WAP263,WAP265,WAP266,WAP267,WAP268,WAP270,WAP271,WAP272,WAP277,WAP279,WAP280,WAP285,WAP286,WAP293,WAP294,WAP295,WAP305,WAP312,WAP313,WAP314,WAP315,WAP319,WAP327,WAP347,WAP348,WAP349,WAP351,WAP352,WAP353,WAP360,WAP361,WAP362,WAP363,WAP364,WAP365,WAP367,WAP368,WAP369,WAP370,WAP372,WAP373,WAP374,WAP375,WAP379,WAP380,WAP381,WAP382,WAP383,WAP384,WAP385,WAP386,WAP387,WAP400,WAP402,WAP412,WAP415,WAP416,WAP417,WAP425,WAP426,WAP430,WAP442,WAP447,WAP456,WAP459,WAP460,WAP461,WAP462,WAP466,WAP468,WAP469,WAP474,WAP475,WAP484,WAP485,WAP486,WAP494,WAP497,WAP498,WAP499,WAP500,WAP504,WAP505,WAP506,WAP511,WAP513,WAP514,WAP515,WAP516,WAP517,WAP520,WAP528,WAP530,WAP531,WAP532,WAP533,WAP534,WAP537,WAP548,WAP555,WAP556,WAP557,WAP558,WAP560,WAP565,WAP567,WAP568,WAP572,WAP573,WAP577,WAP578,WAP579,WAP580,Pos_x,Pos_y
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-89,100,100,100,100,100,100,100,100,100,-82,-82,-82,100,100,100,100,100,100,100,100,-81,-78,-82,100,100,100,100,100,100,100,-61,-61,-62,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,-88,100,100,-66,-68,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-88,-88,-86,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-62,100,100,100,100,100,100,100,100,-72,-77,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,40.8107,28.4248
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,-85,-87,-82,100,100,100,100,100,100,100,100,-75,-77,-82,100,100,100,100,100,100,100,-65,-65,-67,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,-88,100,100,-67,-66,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-65,-87,-87,-87,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,100,100,-72,100,100,100,100,100,100,100,100,-79,-78,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41.4968,29.7181
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,-85,-84,-86,100,100,100,100,100,100,100,100,-75,-77,-82,100,100,100,100,100,100,100,-71,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,100,100,100,-74,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-87,-89,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,-83,-81,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41.4968,29.7181
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,-85,-84,-86,100,100,100,100,100,100,100,100,-75,-77,-82,100,100,100,100,100,100,100,-71,-70,-70,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-86,100,100,100,-74,-69,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,-87,-89,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-72,100,100,100,100,100,100,100,100,-83,-81,-80,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,41.4968,29.7181
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-80,100,100,100,100,100,100,-88,-87,-82,100,100,100,100,100,100,100,100,-85,-82,-86,100,100,100,100,100,100,100,100,-80,-79,-84,100,100,100,100,100,100,100,-61,-61,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-80,-84,100,100,-64,-66,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-87,-89,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,100,100,100,100,100,100,100,100,-73,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,42.869,30.6408
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-80,100,100,100,100,100,100,-88,-87,-82,100,100,100,100,100,100,100,100,-85,-82,-86,100,100,100,100,100,100,100,100,-80,-79,-84,100,100,100,100,100,100,100,-61,-61,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-80,-84,100,100,-64,-66,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-87,-89,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,100,100,100,100,100,100,100,100,-73,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,42.869,30.6408
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,-80,-80,-80,100,100,100,100,100,100,-88,-87,-82,100,100,100,100,100,100,100,100,-85,-82,-86,100,100,100,100,100,100,100,100,-80,-79,-84,100,100,100,100,100,100,100,-61,-61,-60,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-83,-80,-84,100,100,-64,-66,-65,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,-87,-89,-88,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-61,100,100,100,100,100,100,100,100,-73,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,42.869,30.6408
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,-79,-80,-80,100,100,100,100,100,100,-89,-88,-82,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,-78,-77,-78,100,100,100,100,100,100,100,-66,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-88,-82,100,100,-71,-72,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,100,100,100,100,100,100,100,100,-74,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,43.011,29.1345
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-74,100,100,100,100,100,100,100,100,100,100,100,100,-79,-80,-80,100,100,100,100,100,100,-89,-88,-82,100,100,100,100,100,100,100,100,100,-77,-77,100,100,100,100,100,100,100,100,-78,-77,-78,100,100,100,100,100,100,100,-66,-65,-66,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,-88,-82,100,100,-71,-72,-71,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-60,100,100,100,100,100,100,100,100,-74,-76,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,43.011,29.1345
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-78,100,-84,-86,-85,-82,100,100,100,100,100,-77,-75,-75,100,100,-86,100,100,100,100,-76,-75,-76,-82,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,-80,-83,100,-68,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-76,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,-70,100,100,100,100,100,100,100,100,-77,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.7648,26.5856
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-78,100,-84,-86,-85,-82,100,100,100,100,100,-77,-75,-75,100,100,-86,100,100,100,100,-76,-75,-76,-82,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,-80,-83,100,-68,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-76,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,-70,100,100,100,100,100,100,100,100,-77,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.7648,26.5856
100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-88,-86,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-84,100,100,100,100,100,100,100,100,100,-78,100,-84,-86,-85,-82,100,100,100,100,100,-77,-75,-75,100,100,-86,100,100,100,100,-76,-75,-76,-82,-82,-82,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-82,100,-80,-83,100,-68,-68,-68,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-52,-76,-75,-76,100,100,100,100,100,100,100,100,100,100,100,100,-83,100,100,100,-70,100,100,100,100,100,100,100,100,-77,-77,-77,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.7648,26.5856
100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,-83,-86,100,100,100,100,100,100,100,100,100,100,100,-84,-81,-84,-83,100,100,100,100,100,-70,-77,-71,100,100,100,100,100,100,100,-72,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,-85,100,100,-64,-63,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-76,-80,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,-77,-77,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.6521,23.965
100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,-83,-86,100,100,100,100,100,100,100,100,100,100,100,-84,-81,-84,-83,100,100,100,100,100,-70,-77,-71,100,100,100,100,100,100,100,-72,-74,-74,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-86,100,-85,100,100,-64,-63,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-54,-76,-80,-76,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-76,100,100,100,100,100,100,100,100,-77,-77,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.6521,23.965
100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,-83,-86,100,100,100,100,100,100,100,100,100,100,100,100,-81,-84,-83,100,100,100,100,100,-69,-67,-71,100,100,100,100,100,100,100,-72,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-79,-79,100,100,-63,-55,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,-78,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.6521,23.965
100,100,-87,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-69,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-78,100,100,100,100,-83,-86,100,100,100,100,100,100,100,100,100,100,100,100,-81,-84,-83,100,100,100,100,100,-69,-67,-71,100,100,100,100,100,100,100,-72,-85,-86,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-80,-79,-79,100,100,-63,-55,-64,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-59,100,-81,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,-73,100,100,100,100,100,100,100,100,-78,100,-75,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,44.6521,23.965
